ID;CODCLIENTE;NRO DOCUMENTO;ESTADO
8995;33926;0151568;Cargado
8996;33926;0151586;Cargado
8997;33926;33926;Cargado
8998;33926;0151602;Cargado
8999;33926;0151728;Cargado
9000;33926;0151774;Cargado
9001;33931;0063701;Cargado
9002;33931;0114168;Cargado
9003;33934;0091699;Cargado
9004;33934;0008765;Cargado
9005;33934;0008766;Cargado
9006;33934;0008768;Cargado
9007;33941;631629;Cargado
9008;33981;0012770;Cargado
9009;33981;0012900;Cargado
9010;33981;0012943;Cargado
9011;33981;0013152;Cargado
9012;33981;0013189;Cargado
9013;33981;0013243;Cargado
9014;33981;0013244;Cargado
9015;33981;0013245;Cargado
9016;33981;0013246;Cargado
9017;33981;0013267;Cargado
9018;33981;0013270;Cargado
9019;33981;0013526;Cargado
9020;33981;0013543;Cargado
9021;33981;0013625;Cargado
9022;33981;0013896;Cargado
9023;33981;0025210;Cargado
9024;33981;0025533;Cargado
9025;33981;0026006;Cargado
9026;33990;0648146;Cargado
9027;33990;0012497;Cargado
9028;33990;0012554;Cargado
9029;33990;0012555;Cargado
9030;33990;0012779;Cargado
9031;33990;0013262;Cargado
9032;33990;0013575;Cargado
9033;33990;0013895;Cargado
9034;33990;0013965;Cargado
9035;33990;0025209;Cargado
9036;33990;0025645;Cargado
9037;33990;0025895;Cargado
9038;33990;0026245;Cargado
9039;33990;0026365;Cargado
9040;33990;0026612;Cargado
9041;33990;0026992;Cargado
9042;33990;0044360;Cargado
9043;33990;0044630;Cargado
9044;33990;0044942;Cargado
9045;33990;0050030;Cargado
9046;33990;0050253;Cargado
9047;33990;0050514;Cargado
9048;33990;0050813;Cargado
9049;33990;0051109;Cargado
9050;33990;0051345;Cargado
9051;33990;0051503;Cargado
9052;33990;0051689;Cargado
9053;33990;0051926;Cargado
9054;33990;0065105;Cargado
9055;33990;0065314;Cargado
9056;33990;0065446;Cargado
9057;33990;0069017;Cargado
9058;33990;0069021;Cargado
9059;33990;0069152;Cargado
9060;33990;0069487;Cargado
9061;33990;0074303;Cargado
9062;33990;0081965;Cargado
9063;33990;0082127;Cargado
9064;33990;0090661;Cargado
9065;33990;0090882;Cargado
9066;34009;0147131;Cargado
9067;34010;0130498;Cargado
9068;34010;0130582;Cargado
9069;34010;0136068;Cargado
9070;34010;0136161;Cargado
9071;34010;0136170;Cargado
9072;34010;0136360;Cargado
9073;34010;0136361;Cargado
9074;34010;0136640;Cargado
9075;34010;0136743;Cargado
9076;34010;0136856;Cargado
9077;34010;0146029;Cargado
9078;34010;0146107;Cargado
9079;34010;0146108;Cargado
9080;34010;0146206;Cargado
9081;34010;0146413;Cargado
9082;34010;0146430;Cargado
9083;34010;0146522;Cargado
9084;34010;0146680;Cargado
9085;34010;0146681;Cargado
9086;34010;0146877;Cargado
9087;34010;0149532;Cargado
9088;34010;0149594;Cargado
9089;34010;0149595;Cargado
9090;34010;0149654;Cargado
9091;34010;0149737;Cargado
9092;34010;0149923;Cargado
9093;34010;0150019;Cargado
9094;34018;266991;Cargado
9095;34068;0672104;Cargado
9096;34068;0672185;Cargado
9097;34068;0672423;Cargado
9098;34068;0672500;Cargado
9099;34068;0672501;Cargado
9100;34071;0012598;Cargado
9101;34071;0013324;Cargado
9102;34071;0026611;Cargado
9103;34071;0026991;Cargado
9104;34071;0044629;Cargado
9105;34071;0044941;Cargado
9106;34071;0051107;Cargado
9107;34071;0051344;Cargado
9108;34071;0051663;Cargado
9109;34071;0051664;Cargado
9110;34071;0051924;Cargado
9111;34071;0065313;Cargado
9112;34071;0069151;Cargado
9113;34071;0074265;Cargado
9114;34071;0081964;Cargado
9115;34071;0082126;Cargado
9116;34071;0090660;Cargado
9117;34071;0090881;Cargado
9118;34071;0091119;Cargado
9119;34075;0129707;Cargado
9120;34126;0001244;Cargado
9121;34126;0012402;Cargado
9122;34126;0013583;Cargado
9123;34126;0025148;Cargado
9124;34126;0026084;Cargado
9125;34126;0050511;Cargado
9126;34126;0050780;Cargado
9127;34126;0051073;Cargado
9128;34126;0051166;Cargado
9129;34126;0051343;Cargado
9130;34126;0051620;Cargado
9131;34126;0051662;Cargado
9132;34126;0051983;Cargado
9133;34126;0065194;Cargado
9134;34126;0065312;Cargado
9135;34126;0069198;Cargado
9136;34126;0069486;Cargado
9137;34126;0074302;Cargado
9138;34126;0081934;Cargado
9139;34126;0081946;Cargado
9140;34126;0081991;Cargado
9141;34126;0082018;Cargado
9142;34126;0082125;Cargado
9143;34126;0090861;Cargado
9144;34126;0091006;Cargado
9145;34126;0091093;Cargado
9146;34126;0098043;Cargado
9147;34126;0099299;Cargado
9148;34126;0103368;Cargado
9149;34126;0144442;Cargado
9150;34126;0144477;Cargado
9151;34153;0670980;Cargado
9152;34185;0074953;Cargado
9153;34185;0084652;Cargado
9154;34186;0020844;Cargado
9155;34186;0029950;Cargado
9156;34186;0037375;Cargado
9157;34186;0008731;Cargado
9158;34188;0074175;Cargado
9159;34188;0074368;Cargado
9160;34188;0074500;Cargado
9161;34188;0081989;Cargado
9162;34188;0082010;Cargado
9163;34188;0082124;Cargado
9164;34188;0082335;Cargado
9165;34188;0090719;Cargado
9166;34188;0090880;Cargado
9167;34188;0091118;Cargado
9168;34188;0099340;Cargado
9169;34188;4759413;Cargado
9170;34203;0063702;Cargado
9171;34237;0026667;Cargado
9172;34248;0013718;Cargado
9173;34248;0044938;Cargado
9174;34248;0050249;Cargado
9175;34248;0050510;Cargado
9176;34248;0051106;Cargado
9177;34248;0051341;Cargado
9178;34248;0051660;Cargado
9179;34248;0051923;Cargado
9180;34248;0065310;Cargado
9181;34248;0069149;Cargado
9182;34248;0069484;Cargado
9183;34248;0074301;Cargado
9184;34248;0074359;Cargado
9185;34248;0081935;Cargado
9186;34248;0081936;Cargado
9187;34248;0081949;Cargado
9188;34248;0082019;Cargado
9189;34248;0082100;Cargado
9190;34248;0082123;Cargado
9191;34248;0082334;Cargado
9192;34248;0090716;Cargado
9193;34248;0090768;Cargado
9194;34248;0090860;Cargado
9195;34248;0090967;Cargado
9196;34248;0091092;Cargado
9197;34248;0099298;Cargado
9198;34248;0103367;Cargado
9199;34248;0109146;Cargado
9200;34248;0109403;Cargado
9201;34248;0144307;Cargado
9202;34248;0144478;Cargado
9203;34248;0144479;Cargado
9204;34253;0141852;Cargado
9205;34253;0141868;Cargado
9206;34253;0153355;Cargado
9207;34253;0153372;Cargado
9208;34253;0153398;Cargado
9209;34254;0147244;Cargado
9210;34254;0147303;Cargado
9211;34254;0147362;Cargado
9212;34254;0147385;Cargado
9213;34254;0147410;Cargado
9214;34254;0152913;Cargado
9215;34254;0152959;Cargado
9216;34254;0152996;Cargado
9217;34254;0153015;Cargado
9218;34254;0153106;Cargado
9219;34254;0153121;Cargado
9220;34262;0001528;Cargado
9221;34262;0001529;Cargado
9222;34264;0009600;Cargado
9223;34264;0009601;Cargado
9224;34264;0009602;Cargado
9225;34264;0009603;Cargado
9226;34284;0146978;Cargado
9227;34284;0147016;Cargado
9228;34284;0147064;Cargado
9229;34284;0147110;Cargado
9230;34284;0152924;Cargado
9231;34284;0152926;Cargado
9232;34284;0147167;Cargado
9233;34284;0147194;Cargado
9234;34284;0147207;Cargado
9235;34284;0147224;Cargado
9236;34284;0147245;Cargado
9237;34284;0147276;Cargado
9238;34284;0147307;Cargado
9239;34284;0147317;Cargado
9240;34284;0152948;Cargado
9241;34284;0147363;Cargado
9242;34284;0147393;Cargado
9243;34284;0147429;Cargado
9244;34284;0147437;Cargado
9245;34284;0147446;Cargado
9246;34284;0152964;Cargado
9247;34284;0153001;Cargado
9248;34284;0153067;Cargado
9249;34284;0153107;Cargado
9250;34284;0153136;Cargado
9251;34284;0153137;Cargado
9252;34286;0018756;Cargado
9253;34286;0018905;Cargado
9254;34286;0035123;Cargado
9255;34286;0035307;Cargado
9256;34287;0069483;Cargado
9257;34287;0074300;Cargado
9258;34287;0081962;Cargado
9259;34287;0082122;Cargado
9260;34287;0082333;Cargado
9261;34287;0090859;Cargado
9262;34287;0091091;Cargado
9263;34287;0099295;Cargado
9264;34287;0103366;Cargado
9265;34287;0109145;Cargado
9266;34287;0109404;Cargado
9267;34287;0116234;Cargado
9268;34287;0116473;Cargado
9269;34287;0120852;Cargado
9270;34287;0124149;Cargado
9271;34290;0146109;Cargado
9272;34290;0146682;Cargado
9273;34290;0146799;Cargado
9274;34290;0146916;Cargado
9275;34290;0149849;Cargado
9276;34290;0149974;Cargado
9277;34302;0659859;Cargado
9278;34336;0028890;Cargado
9279;34338;0012982;Cargado
9280;34338;0013702;Cargado
9281;34338;0025021;Cargado
9282;34338;0025763;Cargado
9283;34338;0025961;Cargado
9284;34338;0026769;Cargado
9285;34338;0050573;Cargado
9286;34338;0050924;Cargado
9287;34358;0143408;Cargado
9288;34378;0005604;Cargado
9289;34378;0005925;Cargado
9290;34378;0023409;Cargado
9291;34378;0036215;Cargado
9292;34378;0036498;Cargado
9293;34378;0036935;Cargado
9294;34378;0056894;Cargado
9295;34378;0647856;Cargado
9296;34378;0648511;Cargado
9297;34378;0648600;Cargado
9298;34378;0648910;Cargado
9299;34378;0657731;Cargado
9300;34378;0005709;Cargado
9301;34378;0022857;Cargado
9302;34378;0023059;Cargado
9303;34378;0023206;Cargado
9304;34378;0023294;Cargado
9305;34378;0023351;Cargado
9306;34378;0041196;Cargado
9307;34378;0041414;Cargado
9308;34378;0041663;Cargado
9309;34378;0041881;Cargado
9310;34378;0056134;Cargado
9311;34378;0107302;Cargado
9312;34378;0107303;Cargado
9313;34378;0114905;Cargado
9314;34378;0114906;Cargado
9315;34378;0148970;Cargado
9316;34378;0148971;Cargado
9317;34399;0113330;Cargado
9318;34399;0117707;Cargado
9319;34399;0117799;Cargado
9320;34399;0010027;Cargado
9321;34399;0118056;Cargado
9322;34399;0118112;Cargado
9323;34399;0129150;Cargado
9324;34399;0129151;Cargado
9325;34399;0129261;Cargado
9326;34399;0129273;Cargado
9327;34399;0129293;Cargado
9328;34399;0129417;Cargado
9329;34399;0129585;Cargado
9330;34399;0129586;Cargado
9331;34399;0129536;Cargado
9332;34399;0129537;Cargado
9333;34399;0136957;Cargado
9334;34399;0136968;Cargado
9335;34399;0136969;Cargado
9336;34399;0136970;Cargado
9337;34399;0137188;Cargado
9338;34399;0137299;Cargado
9339;34399;0137379;Cargado
9340;34399;0137380;Cargado
9341;34399;0137529;Cargado
9342;34399;0137745;Cargado
9343;34399;0137756;Cargado
9344;34399;0137760;Cargado
9345;34399;0137766;Cargado
9346;34399;0137767;Cargado
9347;34399;0137768;Cargado
9348;34399;0137770;Cargado
9349;34399;0137772;Cargado
9350;34399;0137773;Cargado
9351;34399;0137774;Cargado
9352;34399;0137775;Cargado
9353;34399;0137776;Cargado
9354;34399;0151482;Cargado
9355;34399;0151483;Cargado
9356;34399;0151484;Cargado
9357;34399;0151485;Cargado
9358;34399;0151599;Cargado
9359;34399;0151600;Cargado
9360;34399;0151622;Cargado
9361;34399;0151623;Cargado
9362;34399;0151625;Cargado
9363;34399;0151701;Cargado
9364;34399;0151702;Cargado
9365;34399;0151703;Cargado
9366;34399;0151748;Cargado
9367;34399;0151780;Cargado
9368;34401;0012797;Cargado
9369;34401;0013135;Cargado
9370;34401;0013535;Cargado
9371;34401;0013865;Cargado
9372;34401;0025202;Cargado
9373;34401;0025551;Cargado
9374;34401;0025891;Cargado
9375;34401;0026241;Cargado
9376;34401;0026608;Cargado
9377;34401;0026988;Cargado
9378;34401;0044357;Cargado
9379;34401;0044625;Cargado
9380;34401;0044936;Cargado
9381;34401;0050247;Cargado
9382;34416;0012798;Cargado
9383;34416;0012804;Cargado
9384;34416;0013557;Cargado
9385;34416;0013864;Cargado
9386;34416;0025167;Cargado
9387;34416;0025550;Cargado
9388;34418;0049810;Cargado
9389;34418;0057011;Cargado
9390;34418;0057224;Cargado
9391;34426;7651292;Cargado
9392;34426;7651293;Cargado
9393;34426;7651294;Cargado
9394;34451;0082332;Cargado
9395;34451;0090706;Cargado
9396;34451;0090707;Cargado
9397;34451;0090708;Cargado
9398;34451;0090709;Cargado
9399;34451;0090858;Cargado
9400;34451;0090986;Cargado
9401;34451;0091090;Cargado
9402;34451;0091150;Cargado
9403;34451;0144363;Cargado
9404;34451;0144426;Cargado
9405;34451;0144480;Cargado
9406;34452;0012252;Cargado
9407;34452;0012799;Cargado
9408;34452;0013136;Cargado
9409;34452;0013534;Cargado
9410;34452;0013863;Cargado
9411;34452;0025166;Cargado
9412;34452;0025563;Cargado
9413;34452;0025890;Cargado
9414;34452;0026240;Cargado
9415;34452;0026607;Cargado
9416;34452;0026987;Cargado
9417;34452;0044356;Cargado
9418;34452;0044623;Cargado
9419;34452;0044935;Cargado
9420;34458;34458;Cargado
9421;34462;0026961;Cargado
9422;34479;0005605;Cargado
9423;34479;0005926;Cargado
9424;34479;0022530;Cargado
9425;34479;0023410;Cargado
9426;34479;0648971;Cargado
9427;34479;0657522;Cargado
9428;34479;0657570;Cargado
9429;34479;0006327;Cargado
9430;34479;0023187;Cargado
9431;34479;0036279;Cargado
9432;34480;0035868;Cargado
9433;34480;0035871;Cargado
9434;34480;0035893;Cargado
9435;34480;0035953;Cargado
9436;34491;0010052;Cargado
9437;34491;0010055;Cargado
9438;34491;0010297;Cargado
9439;34491;0010300;Cargado
9440;34491;0137555;Cargado
9441;34491;0137556;Cargado
9442;34491;0137558;Cargado
9443;34491;0137559;Cargado
9444;34491;0137573;Cargado
9445;34491;0137574;Cargado
9446;34491;0137712;Cargado
9447;34491;0137713;Cargado
9448;34491;0137714;Cargado
9449;34491;0137715;Cargado
9450;34537;0044293;Cargado
9451;34537;0044590;Cargado
9452;34537;8155368;Cargado
9453;34553;0018135;Cargado
9454;34553;0018343;Cargado
9455;34553;0018536;Cargado
9456;34553;0018755;Cargado
9457;34553;0018908;Cargado
9458;34553;0035126;Cargado
9459;34553;0035310;Cargado
9460;34553;0035542;Cargado
9461;34589;0025889;Cargado
9462;34589;0026986;Cargado
9463;34589;0044934;Cargado
9464;34589;0065308;Cargado
9465;34589;0069146;Cargado
9466;34589;0081953;Cargado
9467;34589;0082331;Cargado
9468;34589;0090857;Cargado
9469;34589;0099293;Cargado
9470;34599;0065147;Cargado
9471;34599;0099264;Cargado
9472;34599;0026404;Cargado
9473;34599;0051623;Cargado
9474;34599;0098042;Cargado
9475;34599;0099292;Cargado
9476;34599;0103439;Cargado
9477;34599;0109142;Cargado
9478;34599;0116475;Cargado
9479;34599;0120854;Cargado
9480;34599;0120935;Cargado
9481;34599;0124151;Cargado
9482;34599;0116406;Cargado
9483;34599;034599;Cargado
9484;34599;0144035;Cargado
9485;34599;0144078;Cargado
9486;34599;0144280;Cargado
9487;34599;0144327;Cargado
9488;34599;0144338;Cargado
9489;34599;0144394;Cargado
9490;34599;0144481;Cargado
9491;34615;0025016;Cargado
9492;34615;0025163;Cargado
9493;34615;0025221;Cargado
9494;34615;0025404;Cargado
9495;34615;0025511;Cargado
9496;34615;0026422;Cargado
9497;34615;0026571;Cargado
9498;34615;0026596;Cargado
9499;34615;0026779;Cargado
9500;34615;0026973;Cargado
9501;34615;0044088;Cargado
9502;34615;0044291;Cargado
9503;34615;0044351;Cargado
9504;34615;0044469;Cargado
9505;34615;0044588;Cargado
9506;34615;0044916;Cargado
9507;34615;0050222;Cargado
9508;34615;0050479;Cargado
9509;34623;0057728;Cargado
9510;34623;0095338;Cargado
9511;34630;0142165;Cargado
9512;34635;003000;Cargado
9513;34649;0066517;Cargado
9514;34657;0147273;Cargado
9515;34657;0147364;Cargado
9516;34657;0147411;Cargado
9517;34657;0152995;Cargado
9518;34657;0153108;Cargado
9519;34666;0099319;Cargado
9520;34672;0005940;Cargado
9521;34672;0056259;Cargado
9522;34672;0056381;Cargado
9523;34672;0056417;Cargado
9524;34672;0139484;Cargado
9525;34696;0026081;Cargado
9526;34701;0121305;Cargado
9527;34701;0139323;Cargado
9528;34701;0147203;Cargado
9529;34701;0153038;Cargado
9530;34701;0153057;Cargado
9531;34701;0153109;Cargado
9532;34701;0153122;Cargado
9533;34701;0153123;Cargado
9534;34701;0153133;Cargado
9535;34701;0153134;Cargado
9536;34701;34701;Cargado
9537;34733;0026042;Cargado
9538;34733;0069144;Cargado
9539;34733;0069475;Cargado
9540;34733;0074298;Cargado
9541;34733;0074325;Cargado
9542;34733;0081961;Cargado
9543;34733;0082118;Cargado
9544;34733;0082330;Cargado
9545;34733;0090855;Cargado
9546;34737;0044931;Cargado
9547;34737;0050244;Cargado
9548;34748;0052069;Cargado
9549;34748;0053105;Cargado
9550;34748;0054187;Cargado
9551;34748;0055178;Cargado
9552;34748;0058286;Cargado
9553;34748;0059070;Cargado
9554;34748;0059909;Cargado
9555;34748;0064656;Cargado
9556;34748;0066474;Cargado
9557;34748;0048217;Cargado
9558;34748;0054918;Cargado
9559;34748;0064488;Cargado
9560;34748;0124967;Cargado
9561;34748;0128402;Cargado
9562;34748;0131854;Cargado
9563;34748;0135571;Cargado
9564;34748;0141051;Cargado
9565;34748;0141282;Cargado
9566;34748;0147473;Cargado
9567;34748;0147854;Cargado
9568;34748;0152631;Cargado
9569;34748;0152742;Cargado
9570;34750;0110651;Cargado
9571;34750;0132287;Cargado
9572;34750;0132308;Cargado
9573;34750;0132456;Cargado
9574;34750;0132588;Cargado
9575;34750;0132620;Cargado
9576;34750;0138942;Cargado
9577;34750;0138962;Cargado
9578;34750;0139014;Cargado
9579;34750;0139017;Cargado
9580;34750;0139074;Cargado
9581;34750;0139159;Cargado
9582;34750;0139178;Cargado
9583;34750;0139228;Cargado
9584;34750;0139271;Cargado
9585;34750;0139331;Cargado
9586;34750;0139349;Cargado
9587;34750;0139377;Cargado
9588;34750;0139382;Cargado
9589;34750;0121454;Cargado
9590;34750;0139398;Cargado
9591;34750;0139422;Cargado
9592;34750;0146966;Cargado
9593;34750;0147019;Cargado
9594;34750;0147051;Cargado
9595;34750;0147086;Cargado
9596;34750;0147087;Cargado
9597;34750;0147088;Cargado
9598;34750;0147105;Cargado
9599;34750;0147137;Cargado
9600;34750;0152932;Cargado
9601;34750;0147204;Cargado
9602;34750;0147215;Cargado
9603;34750;0147217;Cargado
9604;34750;0147268;Cargado
9605;34750;0147305;Cargado
9606;34750;0147324;Cargado
9607;34750;0147366;Cargado
9608;34750;0147413;Cargado
9609;34750;0147433;Cargado
9610;34750;0147444;Cargado
9611;34750;0152915;Cargado
9612;34750;0152961;Cargado
9613;34750;0152970;Cargado
9614;34750;0152998;Cargado
9615;34750;0153039;Cargado
9616;34750;0153110;Cargado
9617;34750;0153124;Cargado
9618;34750;0153149;Cargado
9619;34750;0153150;Cargado
9620;34751;0147566;Cargado
9621;34751;0147855;Cargado
9622;34751;0147942;Cargado
9623;34751;0152459;Cargado
9624;34751;0152526;Cargado
9625;34751;0152743;Cargado
9626;34753;0108437;Cargado
9627;34753;0008729;Cargado
9628;34753;0135513;Cargado
9629;34753;0147769;Cargado
9630;34753;0147856;Cargado
9631;34753;0147908;Cargado
9632;34753;0147947;Cargado
9633;34753;0147948;Cargado
9634;34753;0147949;Cargado
9635;34753;0152573;Cargado
9636;34753;0152591;Cargado
9637;34753;0152744;Cargado
9638;34753;0152783;Cargado
9639;34753;0152784;Cargado
9640;34753;0152798;Cargado
9641;34756;0017053;Cargado
9642;34756;0019827;Cargado
9643;34756;0020503;Cargado
9644;34756;0021126;Cargado
9645;34756;0029206;Cargado
9646;34756;0030943;Cargado
9647;34756;0032431;Cargado
9648;34756;0033207;Cargado
9649;34756;0034562;Cargado
9650;34756;0038998;Cargado
9651;34756;0043351;Cargado
9652;34756;0046320;Cargado
9653;34756;0047734;Cargado
9654;34756;0052073;Cargado
9655;34756;0053108;Cargado
9656;34756;0054190;Cargado
9657;34756;0055181;Cargado
9658;34756;0058289;Cargado
9659;34756;0059073;Cargado
9660;34756;0059912;Cargado
9661;34756;0064659;Cargado
9662;34756;0017961;Cargado
9663;34756;0019133;Cargado
9664;34768;0060835;Cargado
9665;34768;0065871;Cargado
9666;34768;0071170;Cargado
9667;34768;0071441;Cargado
9668;34768;0083857;Cargado
9669;34768;0084212;Cargado
9670;34768;0090376;Cargado
9671;34768;0060542;Cargado
9672;34768;0060558;Cargado
9673;34768;0065916;Cargado
9674;34768;0071189;Cargado
9675;34768;0090168;Cargado
9676;34768;0096089;Cargado
9677;34788;0662263;Cargado
9678;34802;0153111;Cargado
9679;34802;0153156;Cargado
9680;34802;0153157;Cargado
9681;34802;0153158;Cargado
9682;34802;0153159;Cargado
9683;34802;0081941;Cargado
9684;34825;0144049;Cargado
9685;34825;0144080;Cargado
9686;34825;0144282;Cargado
9687;34825;0103526;Cargado
9688;34825;0135295;Cargado
9689;34825;0144483;Cargado
9690;34825;34825;Cargado
9691;34862;0062518;Cargado
9692;34890;0149292;Cargado
9693;34890;0149293;Cargado
9694;34900;0013715;Cargado
9695;34912;0018911;Cargado
9696;34912;0035130;Cargado
9697;34912;0035313;Cargado
9698;34912;0018731;Cargado
9699;34912;0035545;Cargado
9700;34912;0018281;Cargado
9701;34912;0018454;Cargado
9702;34912;0018543;Cargado
9703;34912;0018662;Cargado
9704;34926;0044012;Cargado
9705;34926;0051336;Cargado
9706;34926;0065305;Cargado
9707;34926;0069143;Cargado
9708;34926;0069474;Cargado
9709;34926;0074260;Cargado
9710;34926;0074497;Cargado
9711;34926;0082117;Cargado
9712;34926;0082222;Cargado
9713;34926;0082329;Cargado
9714;34926;0090854;Cargado
9715;34926;0099291;Cargado
9716;34926;0103362;Cargado
9717;34926;0109141;Cargado
9718;34926;0109407;Cargado
9719;34926;0116240;Cargado
9720;34926;0116476;Cargado
9721;34926;0120855;Cargado
9722;34926;0124152;Cargado
9723;34926;0135296;Cargado
9724;34926;0144283;Cargado
9725;34926;0144339;Cargado
9726;34926;0144359;Cargado
9727;34926;0144360;Cargado
9728;34926;0144484;Cargado
9729;34932;0089324;Cargado
9730;34934;0025023;Cargado
9731;34978;0668115;Cargado
9732;34978;0668236;Cargado
9733;34978;0668340;Cargado
9734;34978;0668467;Cargado
9735;34978;0671090;Cargado
9736;34978;0671314;Cargado
9737;34978;0671406;Cargado
9738;34978;0672158;Cargado
9739;34978;0672321;Cargado
9740;34978;0672473;Cargado
9741;34978;0092336;Cargado
9742;34986;0025510;Cargado
9743;34986;0025855;Cargado
9744;34986;0026195;Cargado
9745;34986;0026678;Cargado
9746;34986;0026946;Cargado
9747;34986;0044013;Cargado
9748;34986;0044288;Cargado
9749;34986;0044587;Cargado
9750;34986;0044915;Cargado
9751;34988;0035131;Cargado
9752;34988;0035317;Cargado
9753;34988;0035546;Cargado
9754;34988;0035754;Cargado
9755;34988;0035962;Cargado
9756;34988;0049155;Cargado
9757;34988;0049358;Cargado
9758;34988;0049550;Cargado
9759;34988;0049815;Cargado
9760;35027;0026568;Cargado
9761;35027;0026793;Cargado
9762;35027;0074137;Cargado
9763;35027;0144021;Cargado
9764;35027;0144308;Cargado
9765;35044;7924001;Cargado
9766;35044;7924002;Cargado
9767;35044;9810400;Cargado
9768;35084;0050220;Cargado
9769;35084;0050374;Cargado
9770;35084;0050578;Cargado
9771;35084;0050628;Cargado
9772;35084;0050775;Cargado
9773;35084;0050876;Cargado
9774;35084;0050948;Cargado
9775;35084;0050950;Cargado
9776;35084;0051092;Cargado
9777;35084;0051195;Cargado
9778;35084;0051333;Cargado
9779;35084;0051458;Cargado
9780;35084;0051611;Cargado
9781;35084;0051652;Cargado
9782;35084;0051957;Cargado
9783;35084;0065303;Cargado
9784;35084;0069141;Cargado
9785;35084;0069472;Cargado
9786;35084;0074258;Cargado
9787;35084;0081960;Cargado
9788;35084;0082115;Cargado
9789;35084;0082328;Cargado
9790;35084;0090852;Cargado
9791;35084;0091085;Cargado
9792;35084;0099289;Cargado
9793;35084;0103360;Cargado
9794;35084;0109139;Cargado
9795;35084;0109409;Cargado
9796;35084;0116242;Cargado
9797;35084;0116478;Cargado
9798;35084;0120857;Cargado
9799;35084;0124154;Cargado
9800;35084;0124539;Cargado
9801;35084;0135134;Cargado
9802;35084;0135297;Cargado
9803;35084;0144082;Cargado
9804;35084;0144284;Cargado
9805;35086;0018678;Cargado
9806;35086;0006705;Cargado
9807;35086;0108832;Cargado
9808;35086;035086;Cargado
9809;35098;0136422;Cargado
9810;35098;0136423;Cargado
9811;35098;0136424;Cargado
9812;35098;0136445;Cargado
9813;35098;0136592;Cargado
9814;35098;0136733;Cargado
9815;35098;0136848;Cargado
9816;35098;0146110;Cargado
9817;35098;0146203;Cargado
9818;35098;0146683;Cargado
9819;35102;0030948;Cargado
9820;35102;0032154;Cargado
9821;35102;0032155;Cargado
9822;35102;0042003;Cargado
9823;35102;0043356;Cargado
9824;35102;0030434;Cargado
9825;35102;0031106;Cargado
9826;35102;0031107;Cargado
9827;35102;0031286;Cargado
9828;35102;0032567;Cargado
9829;35102;0032568;Cargado
9830;35102;0033298;Cargado
9831;35102;0033299;Cargado
9832;35102;0034689;Cargado
9833;35103;0025686;Cargado
9834;35103;0025852;Cargado
9835;35103;0044693;Cargado
9836;35103;0044962;Cargado
9837;35103;0050219;Cargado
9838;35103;0050476;Cargado
9839;35103;0050774;Cargado
9840;35103;0051091;Cargado
9841;35103;0051332;Cargado
9842;35103;0051651;Cargado
9843;35103;0051954;Cargado
9844;35103;0065302;Cargado
9845;35103;0069140;Cargado
9846;35110;0025851;Cargado
9847;35110;0026191;Cargado
9848;35110;0026677;Cargado
9849;35117;0661274;Cargado
9850;35140;0090377;Cargado
9851;35140;0060431;Cargado
9852;35147;CH 1789;Cargado
9853;35147;0092394;Cargado
9854;35147;0128575;Cargado
9855;35147;0135606;Cargado
9856;35147;0147530;Cargado
9857;35147;0147540;Cargado
9858;35147;0147575;Cargado
9859;35147;0147610;Cargado
9860;35147;0147654;Cargado
9861;35147;0147691;Cargado
9862;35147;0147708;Cargado
9863;35147;0147721;Cargado
9864;35147;0147758;Cargado
9865;35147;0147760;Cargado
9866;35147;0147761;Cargado
9867;35147;0147783;Cargado
9868;35147;0147789;Cargado
9869;35147;0147919;Cargado
9870;35147;0147943;Cargado
9871;35147;0152466;Cargado
9872;35147;0152478;Cargado
9873;35147;0152492;Cargado
9874;35147;0152517;Cargado
9875;35147;0152524;Cargado
9876;35147;0152535;Cargado
9877;35147;0152563;Cargado
9878;35147;0152588;Cargado
9879;35147;0152590;Cargado
9880;35147;0152602;Cargado
9881;35147;0152621;Cargado
9882;35147;0152634;Cargado
9883;35147;0152673;Cargado
9884;35147;0152674;Cargado
9885;35147;0152686;Cargado
9886;35147;0152775;Cargado
9887;35149;0051426;Cargado
9888;35149;0051432;Cargado
9889;35149;0051515;Cargado
9890;35154;654516;Cargado
9891;35161;0129689;Cargado
9892;35169;0147036;Cargado
9893;35169;0152962;Cargado
9894;35169;35169;Cargado
9895;35170;0025743;Cargado
9896;35170;0025845;Cargado
9897;35170;0026031;Cargado
9898;35170;0026061;Cargado
9899;35170;0026178;Cargado
9900;35170;0026327;Cargado
9901;35170;0026563;Cargado
9902;35170;0026741;Cargado
9903;35170;0026941;Cargado
9904;35170;0044265;Cargado
9905;35170;0044583;Cargado
9906;35170;0044797;Cargado
9907;35170;0044888;Cargado
9908;35170;0044909;Cargado
9909;35170;0050217;Cargado
9910;35170;0050473;Cargado
9911;35170;0050583;Cargado
9912;35170;0050772;Cargado
9913;35170;0050887;Cargado
9914;35170;0051328;Cargado
9915;35170;0051649;Cargado
9916;35176;0071172;Cargado
9917;35181;0051217;Cargado
9918;35181;0097997;Cargado
9919;35181;0103442;Cargado
9920;35181;0103443;Cargado
9921;35181;0103444;Cargado
9922;35181;0103445;Cargado
9923;35182;0092887;Cargado
9924;35182;0098582;Cargado
9925;35182;0126611;Cargado
